tag,url
maroc,https://www.babelio.com/livres-/maroc/3137
australie,https://www.babelio.com/livres-/australie/332
anglais,https://www.babelio.com/livres-/anglais/43
angleterre,https://www.babelio.com/livres-/angleterre/64
littérature italienne,https://www.babelio.com/livres-/litterature-italienne/148
littérature suisse,https://www.babelio.com/livres-/litterature-suisse/1054
littérature allemande,https://www.babelio.com/livres-/litterature-allemande/137
contemporain,https://www.babelio.com/livres-/contemporain/50
20ème siècle,https://www.babelio.com/livres-/20eme-siecle/2410
années 50,https://www.babelio.com/livres-/annees-50/7663
21ème siècle,https://www.babelio.com/livres-/21eme-siecle/10821
renaissance,https://www.babelio.com/livres-/renaissance/437
moyen-âge,https://www.babelio.com/livres-/moyen-age/83
médiéval,https://www.babelio.com/livres-/medieval/1053
18ème siecle,https://www.babelio.com/livres-/18eme-siecle/3323
19ème siècle,https://www.babelio.com/livres-/19eme-siecle/3621
années 60,https://www.babelio.com/livres-/annees-60/7324
16ème siècle,https://www.babelio.com/livres-/16eme-siecle/15196
17ème siècle,https://www.babelio.com/livres-/17eme-siecle/13775
