id,url,5,4,3,2,1,note_moyenne,note_nb,note_count,titre,resume,tag_names,rating,votes,linked_books_ids,author_id,author_uid,author_url,author_name,critique_count,critique_ids
263277,https://www.babelio.com/livres/Andrevon-Le-Monde-enfin/263277,6,8,3,1,2,"3,5",20,sur 118 notes ,Le Monde enfin,"Un vieil homme parcourt à cheval la France, vidée de ses habitants comme la totalité de la planète, à la suite d'une pandémie foudroyante quarante-cinq ans plus tôt. Sur son chemin, il traverse des villes envahies par la végétation et peuplées par des animaux sauvages, ainsi que quelques communautés de survivants octogénaires. Au crépuscule de sa vie, égrenant ses souvenirs, il veut une dernière fois voir la mer. Dans ce monde désert, quelques destins se croisent : ","['littérature générale', 'roman', 'anticipation', 'dystopie', 'nouvelles', 'poésie', 'fiction', 'post-apocalyptique', 'solitude', 'retour à la terre', 'fin du monde', 'utopie', 'survie', 'sfff', 'science-fiction anticipation', 'science-fiction', 'amour', 'écologie', 'littérature française', '20ème siècle', 'science-fiction', 'Voir plus']",3.5,118,"[326641, 174567, 136193, 80324, 491135]",9367,author-9367,/auteur/Christian-Leourier/9367,Christian Léourier,21,"['post_431530', 'post_2215043', 'post_1236322', 'post_2724048', 'post_2771555', 'post_1663934', 'post_178591', 'post_2236998', 'post_1623512', 'post_206539', 'post_2829938', 'post_1587229', 'post_665607', 'post_110757', 'post_2818855', 'post_1309449', 'post_1060632', 'post_110729', 'post_90450', 'post_514801', 'post_1591028']"
